universal_time,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability,Altitude,Latitude,Longitude,date
2023-10-04T00:00:00.0/2023-10-05T00:00:00.0,5755.1099,4070.8889,3062.7175,1008.1714,7013.5483,3159.2603,1367.9591,1791.3011,3385.0774,0.9726,,,,04/10/2023/
2023-10-05T00:00:00.0/2023-10-06T00:00:00.0,5676.0571,3976.8364,2949.6008,1027.2355,6754.9258,3289.0156,1475.3025,1813.7130,3528.8220,0.9743,,,,05/10/2023/
2023-10-06T00:00:00.0/2023-10-07T00:00:00.0,5597.3599,3931.6372,3040.7136,890.9235,7144.0151,3509.9485,2139.7402,1370.2083,4773.0298,0.9753,,,,06/10/2023/
2023-10-07T00:00:00.0/2023-10-08T00:00:00.0,5518.9395,3753.1421,2812.6682,940.4738,6471.4448,2435.5256,922.4885,1513.0372,2061.2322,0.9819,,,,07/10/2023/
2023-10-08T00:00:00.0/2023-10-09T00:00:00.0,5440.8765,3885.8384,3302.7361,583.1025,7950.2007,1768.6844,795.0252,973.6592,2424.8635,0.9830,,,,08/10/2023/
2023-10-09T00:00:00.0/2023-10-10T00:00:00.0,5363.1484,3446.3718,2165.3687,1281.0029,5119.7305,761.0215,4.8358,756.1857,41.8745,0.9792,,,,09/10/2023/
2023-10-10T00:00:00.0/2023-10-11T00:00:00.0,5285.7905,3574.0811,2659.8906,914.1904,6257.6860,1930.0652,234.8105,1695.2546,664.5725,0.9757,,,,10/10/2023/
2023-10-11T00:00:00.0/2023-10-12T00:00:00.0,5208.8848,3567.8440,2692.0203,875.8237,6594.6729,3210.1992,1905.0085,1305.1907,4467.9448,0.9764,,,,11/10/2023/
2023-10-12T00:00:00.0/2023-10-13T00:00:00.0,5132.3730,3119.9128,1723.8652,1396.0476,4117.9380,1118.7466,44.5334,1074.2133,145.8516,0.9778,,,,12/10/2023/
2023-10-13T00:00:00.0/2023-10-14T00:00:00.0,5056.3540,3385.4172,2555.3052,830.1122,6341.8413,1710.6543,468.8102,1241.8441,1494.5895,0.9788,,,,13/10/2023/
2023-10-14T00:00:00.0/2023-10-15T00:00:00.0,4980.7612,3284.4287,2278.6641,1005.7647,5579.8608,1406.3542,199.7226,1206.6316,480.8231,0.9806,,,,14/10/2023/
2023-10-15T00:00:00.0/2023-10-16T00:00:00.0,4905.7041,3523.4185,2773.3435,750.0751,7070.1680,3341.0002,2433.8997,907.1006,5815.9912,0.9819,,,,15/10/2023/
2023-10-16T00:00:00.0/2023-10-17T00:00:00.0,4831.2290,3480.0703,2758.0796,721.9906,7185.5098,2878.3435,1680.9364,1197.4072,4849.5605,0.9778,,,,16/10/2023/
2023-10-17T00:00:00.0/2023-10-18T00:00:00.0,4757.2759,3362.0842,2630.3416,731.7427,6899.6914,2638.2947,1121.8442,1516.4503,3188.1396,0.9740,,,,17/10/2023/
2023-10-18T00:00:00.0/2023-10-19T00:00:00.0,4683.9414,3370.9802,2684.9219,686.0583,7122.9507,2901.1785,1536.0903,1365.0881,4181.9863,0.9750,,,,18/10/2023/
2023-10-19T00:00:00.0/2023-10-20T00:00:00.0,4611.1934,3007.9849,2063.8384,944.1465,5437.0811,1247.3241,110.9995,1136.3245,316.2350,0.9764,,,,19/10/2023/
2023-10-20T00:00:00.0/2023-10-21T00:00:00.0,4539.0737,3046.4470,2429.9229,616.5242,6450.4595,1074.8566,48.2807,1026.5759,188.2127,0.9778,,,,20/10/2023/
2023-10-21T00:00:00.0/2023-10-22T00:00:00.0,4467.6533,3088.1323,2546.6323,541.5001,6968.5498,3002.8772,2343.8274,659.0498,6308.4868,0.9792,,,,21/10/2023/
2023-10-22T00:00:00.0/2023-10-23T00:00:00.0,4396.8848,3060.9211,2470.0247,590.8965,6838.5020,2324.5518,1292.3713,1032.1805,3615.7761,0.9802,,,,22/10/2023/
2023-10-23T00:00:00.0/2023-10-24T00:00:00.0,4326.8486,3007.6809,2372.2864,635.3945,6616.0054,2750.4199,1725.6033,1024.8167,4848.5664,0.9812,,,,23/10/2023/
2023-10-24T00:00:00.0/2023-10-25T00:00:00.0,4257.5576,2695.5916,1724.7737,970.8177,4693.0708,832.5447,11.5486,820.9962,70.9170,0.9771,,,,24/10/2023/
2023-10-25T00:00:00.0/2023-10-26T00:00:00.0,4188.9829,2875.9993,2218.1064,657.8928,6342.9932,1589.8571,723.2276,866.6295,2317.0725,0.9733,,,,25/10/2023/
2023-10-26T00:00:00.0/2023-10-27T00:00:00.0,4121.2065,2834.9500,2171.8970,663.0530,6268.2939,1445.9976,301.1652,1144.8324,1348.4572,0.9743,,,,26/10/2023/
2023-10-27T00:00:00.0/2023-10-28T00:00:00.0,4054.1975,2750.6746,2184.7827,565.8918,6358.3921,692.3378,29.4743,662.8636,182.1483,0.9760,,,,27/10/2023/
2023-10-28T00:00:00.0/2023-10-29T00:00:00.0,3988.0076,2741.6108,2133.9570,607.6537,6328.6230,1506.5258,627.3742,879.1515,1804.5071,0.9771,,,,28/10/2023/
2023-10-29T00:00:00.0/2023-10-30T00:00:00.0,3922.6780,2724.8142,2238.5610,486.2531,6745.9741,2072.6560,781.4796,1291.1765,2438.9971,0.9781,,,,29/10/2023/
2023-10-30T00:00:00.0/2023-10-31T00:00:00.0,3858.2192,2563.4539,1947.9360,615.5179,5808.2012,2073.2693,983.7006,1089.5686,2585.0281,0.9792,,,,30/10/2023/
2023-10-31T00:00:00.0/2023-11-01T00:00:00.0,3794.6086,2571.0994,2005.7905,565.3089,6163.2866,918.6290,26.1690,892.4600,139.0748,0.9806,,,,31/10/2023/
2023-11-01T00:00:00.0/2023-11-02T00:00:00.0,3731.9165,2535.6692,2016.5818,519.0874,6257.9707,2077.7375,1148.7622,928.9752,3465.3433,0.9764,,,,01/11/2023/
2023-11-02T00:00:00.0/2023-11-03T00:00:00.0,3670.1204,2528.5979,2037.8605,490.7374,6396.5005,1781.3564,679.6130,1101.7434,2719.0989,0.9729,,,,02/11/2023/
2023-11-03T00:00:00.0/2023-11-04T00:00:00.0,3609.2878,2437.7053,1927.4771,510.2282,6153.4512,451.6945,12.5729,439.1216,153.3022,0.9736,,,,03/11/2023/
2023-11-04T00:00:00.0/2023-11-05T00:00:00.0,3549.3801,2477.9290,2011.8987,466.0303,6522.2822,2469.7336,1997.7653,471.9684,6482.5215,0.9750,,,,04/11/2023/
2023-11-05T00:00:00.0/2023-11-06T00:00:00.0,3490.4805,2363.9841,1759.7233,604.2609,5660.1436,1710.9418,705.6912,1005.2505,2037.3735,0.9760,,,,05/11/2023/
2023-11-06T00:00:00.0/2023-11-07T00:00:00.0,3432.5762,2351.9060,1814.5670,537.3391,5955.5225,1140.4995,510.2097,630.2899,1961.1086,0.9771,,,,06/11/2023/
2023-11-07T00:00:00.0/2023-11-08T00:00:00.0,3375.6497,2280.7190,1768.1266,512.5924,5814.2329,2030.3120,1198.9423,831.3699,4126.2129,0.9785,,,,07/11/2023/
2023-11-08T00:00:00.0/2023-11-09T00:00:00.0,3319.8154,2242.9998,1699.1097,543.8900,5645.7676,996.4869,181.8017,814.6852,1047.7522,0.9792,,,,08/11/2023/
2023-11-09T00:00:00.0/2023-11-10T00:00:00.0,3264.9792,2259.7446,1835.6160,424.1286,6241.1719,1883.7671,962.7755,920.9915,3280.4636,0.9753,,,,09/11/2023/
2023-11-10T00:00:00.0/2023-11-11T00:00:00.0,3211.2249,2094.9956,1471.1843,623.8112,4952.6123,744.2637,88.4972,655.7666,436.4287,0.9715,,,,10/11/2023/
2023-11-11T00:00:00.0/2023-11-12T00:00:00.0,3158.5691,2048.2610,1393.4940,654.7668,4747.5938,717.9587,87.0972,630.8615,425.4713,0.9722,,,,11/11/2023/
2023-11-12T00:00:00.0/2023-11-13T00:00:00.0,3107.0100,2102.6179,1590.4691,512.1487,5545.8262,1501.9213,777.2945,724.6268,2422.9231,0.9733,,,,12/11/2023/
2023-11-13T00:00:00.0/2023-11-14T00:00:00.0,3056.5337,2029.4133,1559.9226,469.4907,5561.8066,826.9001,57.8743,769.0259,323.0975,0.9747,,,,13/11/2023/
2023-11-14T00:00:00.0/2023-11-15T00:00:00.0,3007.2590,2015.0845,1508.8365,506.2479,5429.8057,712.1864,51.7297,660.4567,254.2049,0.9753,,,,14/11/2023/
2023-11-15T00:00:00.0/2023-11-16T00:00:00.0,2959.0981,1936.0104,1418.5469,517.4635,5164.0010,527.7709,63.9396,463.8313,352.2997,0.9764,,,,15/11/2023/
2023-11-16T00:00:00.0/2023-11-17T00:00:00.0,2912.0667,1958.0331,1500.2244,457.8087,5453.0098,1626.5576,824.1519,802.4058,3117.6382,0.9778,,,,16/11/2023/
2023-11-17T00:00:00.0/2023-11-18T00:00:00.0,2866.2837,1921.2579,1428.1665,493.0914,5241.8159,974.2408,183.8547,790.3862,1071.7372,0.9785,,,,17/11/2023/
2023-11-18T00:00:00.0/2023-11-19T00:00:00.0,2821.6548,1858.8920,1325.6331,533.2589,4950.6094,485.4486,14.0156,471.4330,162.5078,0.9747,,,,18/11/2023/
2023-11-19T00:00:00.0/2023-11-20T00:00:00.0,2778.2512,1804.5758,1331.9647,472.6111,4992.3574,781.8356,234.5765,547.2590,980.0742,0.9698,,,,19/11/2023/
2023-11-20T00:00:00.0/2023-11-21T00:00:00.0,2736.0410,1784.0317,1355.1520,428.8797,5187.6318,748.7382,64.7508,683.9874,400.5098,0.9708,,,,20/11/2023/
2023-11-21T00:00:00.0/2023-11-22T00:00:00.0,2695.0466,1698.2965,1126.1106,572.1859,4284.9004,588.5270,35.2766,553.2504,151.4693,0.9719,,,,21/11/2023/
2023-11-22T00:00:00.0/2023-11-23T00:00:00.0,2655.3247,1758.8822,1289.8312,469.0511,5063.5449,322.6080,8.4612,314.1468,122.2573,0.9726,,,,22/11/2023/
2023-11-23T00:00:00.0/2023-11-24T00:00:00.0,2616.8145,1722.2028,1288.4207,433.7821,5051.8955,439.9445,8.9853,430.9592,124.7268,0.9736,,,,23/11/2023/
2023-11-24T00:00:00.0/2023-11-25T00:00:00.0,2579.5898,1736.5648,1295.3380,441.2267,5145.6025,1089.6012,552.9140,536.6873,2458.1892,0.9743,,,,24/11/2023/
2023-11-25T00:00:00.0/2023-11-26T00:00:00.0,2543.5977,1697.0903,1279.3213,417.7690,5112.6948,812.8704,135.6554,677.2150,717.8055,0.9753,,,,25/11/2023/
2023-11-26T00:00:00.0/2023-11-27T00:00:00.0,2508.8975,1690.2749,1305.6447,384.6302,5331.6948,423.0943,40.9297,382.1646,391.5135,0.9760,,,,26/11/2023/
2023-11-27T00:00:00.0/2023-11-28T00:00:00.0,2475.4502,1587.8573,1142.3146,445.5427,4659.2974,649.3718,200.3055,449.0663,1012.7443,0.9771,,,,27/11/2023/
2023-11-28T00:00:00.0/2023-11-29T00:00:00.0,2443.3154,1603.0342,1233.5248,369.5093,5088.2017,335.6919,49.1835,286.5083,528.7264,0.9778,,,,28/11/2023/
2023-11-29T00:00:00.0/2023-11-30T00:00:00.0,2412.4597,1626.0758,1238.1583,387.9175,5211.5161,916.2240,567.3171,348.9069,2335.7021,0.9733,,,,29/11/2023/
2023-11-30T00:00:00.0/2023-12-01T00:00:00.0,2382.9211,1555.9675,1164.6232,391.3444,4843.2065,1141.2662,640.3409,500.9253,2289.2878,0.9691,,,,30/11/2023/
2023-12-01T00:00:00.0/2023-12-02T00:00:00.0,2354.6702,1493.9662,1076.8365,417.1296,4488.9766,352.6188,3.6975,348.9213,19.1786,0.9694,,,,01/12/2023/
2023-12-02T00:00:00.0/2023-12-03T00:00:00.0,2327.7268,1536.8370,1188.8867,347.9503,5114.5776,505.1994,125.7828,379.4166,592.0708,0.9701,,,,02/12/2023/
2023-12-03T00:00:00.0/2023-12-04T00:00:00.0,2302.1050,1530.2717,1148.0645,382.2074,4962.4917,805.7685,397.0973,408.6712,1860.6125,0.9708,,,,03/12/2023/
2023-12-04T00:00:00.0/2023-12-05T00:00:00.0,2277.8169,1507.9502,1145.6284,362.3218,4937.1240,1452.8230,1061.9407,390.8823,4504.2363,0.9712,,,,04/12/2023/
2023-12-05T00:00:00.0/2023-12-06T00:00:00.0,2254.8254,1456.1050,1080.9740,375.1310,4685.7080,575.2365,213.2784,361.9581,1021.4076,0.9719,,,,05/12/2023/
2023-12-06T00:00:00.0/2023-12-07T00:00:00.0,2233.1682,1427.8610,1029.5515,398.3096,4475.3657,592.9487,251.3506,341.5981,1576.3901,0.9726,,,,06/12/2023/
2023-12-07T00:00:00.0/2023-12-08T00:00:00.0,2212.8613,1459.1260,1131.8641,327.2619,5019.3760,256.1005,5.7101,250.3903,108.2813,0.9729,,,,07/12/2023/
2023-12-08T00:00:00.0/2023-12-09T00:00:00.0,2193.8682,1446.7653,1077.1560,369.6092,4755.3413,1005.1351,573.5323,431.6028,2421.4626,0.9736,,,,08/12/2023/
2023-12-09T00:00:00.0/2023-12-10T00:00:00.0,2176.2390,1371.7698,972.8320,398.9377,4271.4629,421.2527,23.1039,398.1488,202.1638,0.9740,,,,09/12/2023/
2023-12-10T00:00:00.0/2023-12-11T00:00:00.0,2159.9492,1381.1473,995.6175,385.5298,4435.8164,500.0238,91.1204,408.9034,610.8495,0.9743,,,,10/12/2023/
2023-12-11T00:00:00.0/2023-12-12T00:00:00.0,2145.0044,1357.6958,941.2347,416.4611,4182.6719,1007.8077,541.0363,466.7715,2499.7061,0.9747,,,,11/12/2023/
2023-12-12T00:00:00.0/2023-12-13T00:00:00.0,2131.4082,1374.7239,1014.6658,360.0581,4540.1235,1138.8732,612.3457,526.5275,2768.8643,0.9750,,,,12/12/2023/
2023-12-13T00:00:00.0/2023-12-14T00:00:00.0,2119.1633,1306.3481,893.4861,412.8620,4012.9421,759.9191,293.1535,466.7656,1500.0231,0.9753,,,,13/12/2023/
2023-12-14T00:00:00.0/2023-12-15T00:00:00.0,2108.2720,1267.5269,794.3111,473.2157,3516.2063,478.5719,37.2006,441.3713,292.8650,0.9757,,,,14/12/2023/
2023-12-15T00:00:00.0/2023-12-16T00:00:00.0,2098.7349,1352.1448,1001.4938,350.6510,4619.8589,577.7641,98.5383,479.2258,495.5148,0.9760,,,,15/12/2023/
2023-12-16T00:00:00.0/2023-12-17T00:00:00.0,2090.5518,1273.7505,820.6828,453.0677,3664.8484,663.1910,63.2323,599.9587,393.7898,0.9764,,,,16/12/2023/
2023-12-17T00:00:00.0/2023-12-18T00:00:00.0,2083.7490,1317.8302,971.3027,346.5275,4447.0854,1237.0469,812.7817,424.2651,3793.9790,0.9764,,,,17/12/2023/
2023-12-18T00:00:00.0/2023-12-19T00:00:00.0,2078.3198,1383.9340,1068.3262,315.6078,4947.6333,1383.9340,1068.3262,315.6078,4947.6333,0.9712,,,,18/12/2023/
2023-12-19T00:00:00.0/2023-12-20T00:00:00.0,2074.2217,1344.9373,997.4480,347.4893,4551.7861,1228.7800,704.8061,523.9739,3310.3596,0.9715,,,,19/12/2023/
2023-12-20T00:00:00.0/2023-12-21T00:00:00.0,2071.4993,1342.2728,1013.5679,328.7049,4704.5449,569.8685,96.4193,473.4492,508.5788,0.9715,,,,20/12/2023/
2023-12-21T00:00:00.0/2023-12-22T00:00:00.0,2070.1589,1314.0087,963.3588,350.6499,4544.4473,250.9723,5.0492,245.9230,35.0167,0.9715,,,,21/12/2023/
2023-12-22T00:00:00.0/2023-12-23T00:00:00.0,2070.1387,1367.6918,1031.9835,335.7082,4757.6714,783.4453,227.4239,556.0214,1226.9108,0.9719,,,,22/12/2023/
2023-12-23T00:00:00.0/2023-12-24T00:00:00.0,2071.5515,1328.4934,946.7877,381.7057,4393.9414,223.9324,0.1538,223.7786,1.3155,0.9715,,,,23/12/2023/
2023-12-24T00:00:00.0/2023-12-25T00:00:00.0,2074.3105,1326.7670,1018.1413,308.6257,4732.4854,434.5628,23.1767,411.3861,246.8637,0.9715,,,,24/12/2023/
2023-12-25T00:00:00.0/2023-12-26T00:00:00.0,2078.4028,1320.7838,1014.9834,305.8004,4706.3721,544.3915,34.5568,509.8347,324.7126,0.9719,,,,25/12/2023/
2023-12-26T00:00:00.0/2023-12-27T00:00:00.0,2083.9041,1345.5441,1032.3234,313.2207,4752.6279,822.1984,107.9845,714.2139,584.1927,0.9764,,,,26/12/2023/
2023-12-27T00:00:00.0/2023-12-28T00:00:00.0,2090.7666,1341.9567,976.0101,365.9466,4446.9961,1259.9073,818.1689,441.7384,3771.6182,0.9760,,,,27/12/2023/
2023-12-28T00:00:00.0/2023-12-29T00:00:00.0,2098.9482,1306.0137,944.8689,361.1448,4292.5894,344.5878,38.7492,305.8386,469.6838,0.9764,,,,28/12/2023/
2023-12-29T00:00:00.0/2023-12-30T00:00:00.0,2108.5583,1379.8729,1062.8313,317.0416,4870.5835,1227.7626,653.6938,574.0688,3150.4858,0.9760,,,,29/12/2023/
2023-12-30T00:00:00.0/2023-12-31T00:00:00.0,2119.5339,1351.5289,963.5641,387.9648,4311.6157,931.8820,333.2504,598.6316,1739.5680,0.9757,,,,30/12/2023/
2023-12-31T00:00:00.0/2024-01-01T00:00:00.0,2131.8767,1333.2817,893.1485,440.1332,3981.2732,1076.8815,364.6504,712.2310,1805.0233,0.9753,,,,31/12/2023/
2024-01-01T00:00:00.0/2024-01-02T00:00:00.0,2145.5876,1383.1359,984.6059,398.5300,4390.2544,874.9196,301.8088,573.1107,1379.5151,0.9750,,,,01/01/2024/
2024-01-02T00:00:00.0/2024-01-03T00:00:00.0,2160.6670,1383.0735,1029.4670,353.6064,4644.7676,418.8348,3.6141,415.2207,18.5482,0.9747,,,,02/01/2024/
2024-01-03T00:00:00.0/2024-01-04T00:00:00.0,2177.1135,1391.8356,956.3016,435.5339,4262.4551,432.8281,48.7055,384.1226,439.2600,0.9743,,,,03/01/2024/
2024-01-04T00:00:00.0/2024-01-05T00:00:00.0,2194.9558,1426.0822,1077.8535,348.2287,4840.3691,542.7163,43.4875,499.2289,304.3877,0.9736,,,,04/01/2024/
2024-01-05T00:00:00.0/2024-01-06T00:00:00.0,2214.1426,1433.8971,1077.1249,356.7721,4710.3579,1273.3325,686.7231,586.6093,3130.8362,0.9733,,,,05/01/2024/
2024-01-06T00:00:00.0/2024-01-07T00:00:00.0,2234.7219,1357.4088,877.7332,479.6756,3775.5984,501.0170,11.8174,489.1996,129.6995,0.9726,,,,06/01/2024/
2024-01-07T00:00:00.0/2024-01-08T00:00:00.0,2256.6387,1476.9790,1122.0974,354.8815,4909.7852,524.5964,1.4412,523.1553,5.9772,0.9722,,,,07/01/2024/
2024-01-08T00:00:00.0/2024-01-09T00:00:00.0,2279.9500,1485.7760,1075.0073,410.7687,4694.7451,736.6545,246.1224,490.5321,1626.7659,0.9715,,,,08/01/2024/
2024-01-09T00:00:00.0/2024-01-10T00:00:00.0,2304.5874,1679.2639,1321.8942,357.3697,5792.0693,1679.2639,1321.8942,357.3697,5792.0693,0.9712,,,,09/01/2024/
2024-01-10T00:00:00.0/2024-01-11T00:00:00.0,2330.6406,1625.2506,1270.3625,354.8881,5465.4771,1625.2506,1270.3625,354.8881,5465.4771,0.9701,,,,10/01/2024/
2024-01-11T00:00:00.0/2024-01-12T00:00:00.0,2357.9968,1542.1937,1129.0688,413.1249,4737.0259,1242.6246,623.0842,619.5404,2544.0791,0.9698,,,,11/01/2024/
2024-01-12T00:00:00.0/2024-01-13T00:00:00.0,2386.7229,1495.8898,930.0854,565.8044,3975.0623,221.7386,0.0006,221.7380,0.0021,0.9691,,,,12/01/2024/
2024-01-13T00:00:00.0/2024-01-14T00:00:00.0,2416.7988,1588.9429,1131.2789,457.6639,4746.6206,203.5676,0.0002,203.5674,0.0006,0.9684,,,,13/01/2024/
2024-01-14T00:00:00.0/2024-01-15T00:00:00.0,2448.2190,1629.5978,1187.2655,442.3324,5022.1045,773.4798,252.9490,520.5308,979.7001,0.9785,,,,14/01/2024/
2024-01-15T00:00:00.0/2024-01-16T00:00:00.0,2481.0005,1663.3267,1186.4097,476.9170,4863.1123,606.7910,11.0479,595.7432,45.8849,0.9771,,,,15/01/2024/
2024-01-16T00:00:00.0/2024-01-17T00:00:00.0,2515.0779,1745.7522,1342.4379,403.3143,5468.8994,999.4587,304.7960,694.6627,1231.2307,0.9764,,,,16/01/2024/
2024-01-17T00:00:00.0/2024-01-18T00:00:00.0,2550.5063,1675.9216,1238.3167,437.6050,4980.7534,761.2563,32.6041,728.6523,284.4934,0.9753,,,,17/01/2024/
2024-01-18T00:00:00.0/2024-01-19T00:00:00.0,2587.1982,1683.6616,1249.3014,434.3602,4929.6011,512.9769,72.5197,440.4572,366.4060,0.9750,,,,18/01/2024/
2024-01-19T00:00:00.0/2024-01-20T00:00:00.0,2625.2573,1854.4829,1468.7727,385.7102,5807.0522,1819.2548,1424.5769,394.6779,5509.6748,0.9740,,,,19/01/2024/
2024-01-20T00:00:00.0/2024-01-21T00:00:00.0,2664.6055,1850.9275,1472.1187,378.8088,5872.2422,1850.9275,1472.1187,378.8088,5872.2422,0.9729,,,,20/01/2024/
2024-01-21T00:00:00.0/2024-01-22T00:00:00.0,2705.2297,1876.6594,1476.5045,400.1549,5709.3833,1519.7491,886.0286,633.7206,3341.9924,0.9722,,,,21/01/2024/
2024-01-22T00:00:00.0/2024-01-23T00:00:00.0,2747.1553,1795.7228,1324.1128,471.6100,5043.8389,401.6556,9.0746,392.5810,63.2343,0.9712,,,,22/01/2024/
2024-01-23T00:00:00.0/2024-01-24T00:00:00.0,2790.3257,1887.8837,1378.8490,509.0346,5210.5254,634.2816,125.3956,508.8860,595.9385,0.9705,,,,23/01/2024/
2024-01-24T00:00:00.0/2024-01-25T00:00:00.0,2834.8206,1863.3363,1359.8544,503.4819,5052.9819,1223.9353,336.5435,887.3918,1133.7566,0.9691,,,,24/01/2024/
2024-01-25T00:00:00.0/2024-01-26T00:00:00.0,2880.5432,1954.2109,1441.3878,512.8231,5338.6802,883.9920,71.5568,812.4352,476.2441,0.9785,,,,25/01/2024/
2024-01-26T00:00:00.0/2024-01-27T00:00:00.0,2927.4783,1866.0039,1207.9685,658.0355,4399.6055,644.2861,22.0283,622.2577,238.6814,0.9778,,,,26/01/2024/
2024-01-27T00:00:00.0/2024-01-28T00:00:00.0,2975.6731,2040.5715,1518.9602,521.6114,5505.5474,1190.1982,182.7948,1007.4035,815.1684,0.9767,,,,27/01/2024/
2024-01-28T00:00:00.0/2024-01-29T00:00:00.0,3025.0774,2164.3696,1777.8243,386.5453,6493.5723,2111.3794,1691.6206,419.7589,6204.6689,0.9760,,,,28/01/2024/
2024-01-29T00:00:00.0/2024-01-30T00:00:00.0,3075.6978,2165.7012,1737.8561,427.8449,6202.8345,2102.3406,1627.4750,474.8656,5651.3857,0.9747,,,,29/01/2024/
2024-01-30T00:00:00.0/2024-01-31T00:00:00.0,3127.5156,1972.3024,1324.8434,647.4590,4475.0850,1766.1072,982.7587,783.3485,3429.7341,0.9736,,,,30/01/2024/
2024-01-31T00:00:00.0/2024-02-01T00:00:00.0,3180.5303,1941.3649,1176.3894,764.9755,3888.8958,505.6795,2.3845,503.2950,8.2436,0.9722,,,,31/01/2024/
2024-02-01T00:00:00.0/2024-02-02T00:00:00.0,3234.6902,2119.5498,1431.4640,688.0858,4908.9224,782.1547,9.7265,772.4282,49.0023,0.9712,,,,01/02/2024/
2024-02-02T00:00:00.0/2024-02-03T00:00:00.0,3289.9670,2143.2690,1447.6719,695.5972,4870.3525,1074.2740,179.0491,895.2250,964.3190,0.9757,,,,02/02/2024/
2024-02-03T00:00:00.0/2024-02-04T00:00:00.0,3346.4448,2242.3916,1572.8855,669.5062,5251.9399,928.1761,49.5584,878.6178,325.4024,0.9795,,,,03/02/2024/
2024-02-04T00:00:00.0/2024-02-05T00:00:00.0,3403.9971,2301.5701,1717.0653,584.5046,5832.8091,718.9853,20.3001,698.6852,112.9193,0.9785,,,,04/02/2024/
2024-02-05T00:00:00.0/2024-02-06T00:00:00.0,3462.6836,2332.2224,1750.2362,581.9863,5734.6250,1783.2505,627.1614,1156.0891,2245.2283,0.9771,,,,05/02/2024/
2024-02-06T00:00:00.0/2024-02-07T00:00:00.0,3522.4199,2417.4185,1849.8112,567.6072,5951.8428,430.5500,0.7657,429.7844,4.1541,0.9760,,,,06/02/2024/
2024-02-07T00:00:00.0/2024-02-08T00:00:00.0,3583.2263,2435.2463,1907.2483,527.9980,6067.8076,792.3373,104.5274,687.8099,259.7279,0.9750,,,,07/02/2024/
2024-02-08T00:00:00.0/2024-02-09T00:00:00.0,3645.0930,2439.5266,1772.2996,667.2271,5626.0742,598.0831,25.8594,572.2236,154.5083,0.9736,,,,08/02/2024/
2024-02-09T00:00:00.0/2024-02-10T00:00:00.0,3707.9424,2506.6743,1952.6172,554.0570,6123.1890,948.4988,88.7498,859.7491,272.7918,0.9726,,,,09/02/2024/
2024-02-10T00:00:00.0/2024-02-11T00:00:00.0,3771.8103,2597.2542,2058.7739,538.4803,6379.8188,1967.8601,1106.9237,860.9364,3274.6741,0.9719,,,,10/02/2024/
2024-02-11T00:00:00.0/2024-02-12T00:00:00.0,3836.6755,2587.8823,1989.8644,598.0178,6189.8477,781.2196,7.9752,773.2444,73.4613,0.9806,,,,11/02/2024/
2024-02-12T00:00:00.0/2024-02-13T00:00:00.0,3902.4858,2677.3911,1963.1821,714.2089,5902.4800,1886.4968,636.9689,1249.5278,1823.7206,0.9792,,,,12/02/2024/
2024-02-13T00:00:00.0/2024-02-14T00:00:00.0,3969.1685,2778.9360,2083.7310,695.2051,6204.3237,1883.2863,537.6074,1345.6790,2133.9170,0.9785,,,,13/02/2024/
2024-02-14T00:00:00.0/2024-02-15T00:00:00.0,4036.8311,2743.2769,1915.8705,827.4063,5541.8433,1735.5044,285.8154,1449.6890,1098.8372,0.9771,,,,14/02/2024/
2024-02-15T00:00:00.0/2024-02-16T00:00:00.0,4105.3696,2696.8101,1805.5023,891.3079,5211.6997,1014.7125,11.8854,1002.8271,40.4820,0.9757,,,,15/02/2024/
2024-02-16T00:00:00.0/2024-02-17T00:00:00.0,4174.7607,2704.7014,1823.6104,881.0911,5082.6226,2395.0435,1189.2313,1205.8121,3364.6719,0.9743,,,,16/02/2024/
2024-02-17T00:00:00.0/2024-02-18T00:00:00.0,4244.9531,2923.4783,2118.8691,804.6089,6072.4731,1202.0640,248.9833,953.0807,768.3534,0.9736,,,,17/02/2024/
2024-02-18T00:00:00.0/2024-02-19T00:00:00.0,4315.9648,3112.2373,2437.4565,674.7808,6851.3892,2751.4202,1589.0912,1162.3290,4133.1128,0.9722,,,,18/02/2024/
2024-02-19T00:00:00.0/2024-02-20T00:00:00.0,4387.7939,3076.7561,2276.5806,800.1754,6459.6421,806.1218,65.7679,740.3539,333.3250,0.9812,,,,19/02/2024/
2024-02-20T00:00:00.0/2024-02-21T00:00:00.0,4460.3779,3120.5217,2291.9529,828.5689,6316.0449,1179.2561,153.9975,1025.2587,546.2914,0.9799,,,,20/02/2024/
2024-02-21T00:00:00.0/2024-02-22T00:00:00.0,4533.6724,3093.1521,2147.8040,945.3481,5769.5630,2299.7131,996.1535,1303.5596,2890.9863,0.9788,,,,21/02/2024/
2024-02-22T00:00:00.0/2024-02-23T00:00:00.0,4607.7114,3137.5774,2308.1052,829.4724,6136.8340,1335.1350,259.8981,1075.2369,679.1525,0.9722,,,,22/02/2024/
2024-02-23T00:00:00.0/2024-02-24T00:00:00.0,4682.4321,3351.9001,2676.1597,675.7405,7245.9238,1124.9790,93.7058,1031.2732,265.6598,0.9764,,,,23/02/2024/
2024-02-24T00:00:00.0/2024-02-25T00:00:00.0,4757.7905,3459.6904,2808.5701,651.1205,7443.9175,3309.0693,2418.1758,890.8936,6474.2681,0.9750,,,,24/02/2024/
