universal_time,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability,Altitude,Latitude,Longitude,date
2020-09-02T00:00:00.0/2020-09-03T00:00:00.0,8242.1318,6085.8828,5109.8511,976.0316,9539.8525,4432.7378,1910.7042,2522.0337,4223.3516,0.9795,,,,02/09/2020/
2020-09-03T00:00:00.0/2020-09-04T00:00:00.0,8165.6948,5958.5933,4924.9976,1033.5959,9180.0576,5429.3066,3814.0608,1615.2462,7271.2227,0.9809,,,,03/09/2020/
2020-09-04T00:00:00.0/2020-09-05T00:00:00.0,8088.8740,5593.5244,4322.2061,1271.3184,7955.1602,3184.3687,798.6551,2385.7136,1340.0737,0.9819,,,,04/09/2020/
2020-09-05T00:00:00.0/2020-09-06T00:00:00.0,8011.6143,5776.7061,4991.5825,785.1234,9507.2627,4175.6069,2126.4011,2049.2061,4618.5308,0.9837,,,,05/09/2020/
2020-09-06T00:00:00.0/2020-09-07T00:00:00.0,7934.0425,5641.1938,4370.8208,1270.3732,8108.4658,4614.0103,2343.4502,2270.5603,4240.9707,0.9795,,,,06/09/2020/
2020-09-07T00:00:00.0/2020-09-08T00:00:00.0,7856.0889,5615.9521,4314.7573,1301.1948,8143.3057,5239.7378,3763.1621,1476.5758,7040.6011,0.9757,,,,07/09/2020/
2020-09-08T00:00:00.0/2020-09-09T00:00:00.0,7777.8320,5637.1436,4547.8267,1089.3168,8687.7227,5553.9321,4313.3418,1240.5903,8307.0957,0.9767,,,,08/09/2020/
2020-09-09T00:00:00.0/2020-09-10T00:00:00.0,7699.2290,5578.8608,4680.3921,898.4688,9131.0674,5578.8608,4680.3921,898.4688,9131.0674,0.9781,,,,09/09/2020/
2020-09-10T00:00:00.0/2020-09-11T00:00:00.0,7620.3652,5361.8613,4181.1035,1180.7578,8000.5469,2835.1575,1211.8124,1623.3451,2649.1204,0.9792,,,,10/09/2020/
2020-09-11T00:00:00.0/2020-09-12T00:00:00.0,7541.1689,5193.2959,3781.3542,1411.9418,7183.9829,3900.9980,1591.3459,2309.6521,3309.0327,0.9809,,,,11/09/2020/
2020-09-12T00:00:00.0/2020-09-13T00:00:00.0,7461.7930,5300.7827,4236.9233,1063.8595,8265.7295,5023.3774,3655.7407,1367.6368,7292.3145,0.9767,,,,12/09/2020/
2020-09-13T00:00:00.0/2020-09-14T00:00:00.0,7382.1470,4935.9912,3477.2610,1458.7301,6623.7012,4484.6172,2415.7678,2068.8496,4704.7261,0.9833,,,,13/09/2020/
2020-09-14T00:00:00.0/2020-09-15T00:00:00.0,7302.3320,4958.5620,3601.4802,1357.0820,6958.5332,4591.8589,2833.7253,1758.1335,5500.7974,0.9792,,,,14/09/2020/
2020-09-15T00:00:00.0/2020-09-16T00:00:00.0,7222.2896,5071.5229,4007.2371,1064.2859,7960.5479,5010.8125,3886.9202,1123.8923,7740.7153,0.9753,,,,15/09/2020/
2020-09-16T00:00:00.0/2020-09-17T00:00:00.0,7142.0986,4947.7178,3831.3411,1116.3767,7614.1846,4911.1846,3722.7625,1188.4222,7451.7666,0.9767,,,,16/09/2020/
2020-09-17T00:00:00.0/2020-09-18T00:00:00.0,7061.7642,4926.1362,3673.9192,1252.2172,7329.1392,2722.7310,838.6431,1884.0879,1929.4207,0.9781,,,,17/09/2020/
2020-09-18T00:00:00.0/2020-09-19T00:00:00.0,6981.3569,5134.0615,4226.4224,907.6393,8639.5566,5122.4487,4210.0435,912.4052,8505.2520,0.9792,,,,18/09/2020/
2020-09-19T00:00:00.0/2020-09-20T00:00:00.0,6900.8130,5087.0303,4288.6489,798.3814,8957.1318,4187.2539,1866.3411,2320.9128,4355.4575,0.9806,,,,19/09/2020/
2020-09-20T00:00:00.0/2020-09-21T00:00:00.0,6820.2441,4965.5273,4111.1646,854.3633,8599.3447,4965.5273,4111.1646,854.3633,8599.3447,0.9816,,,,20/09/2020/
2020-09-21T00:00:00.0/2020-09-22T00:00:00.0,6739.5576,4560.1929,3186.9971,1373.1957,6437.4570,4552.8003,3179.7346,1373.0659,6375.1099,0.9833,,,,21/09/2020/
2020-09-22T00:00:00.0/2020-09-23T00:00:00.0,6658.9355,4463.6963,3208.4341,1255.2620,6543.0200,4361.0596,3039.7195,1321.3401,6180.4829,0.9792,,,,22/09/2020/
2020-09-23T00:00:00.0/2020-09-24T00:00:00.0,6578.2705,4021.3328,2177.1697,1844.1630,4329.7065,2916.0229,681.5212,2234.5017,1473.8824,0.9753,,,,23/09/2020/
2020-09-24T00:00:00.0/2020-09-25T00:00:00.0,6497.6768,4438.7153,3340.3369,1098.3787,6946.8071,3498.7068,1863.9604,1634.7463,4151.7422,0.9767,,,,24/09/2020/
2020-09-25T00:00:00.0/2020-09-26T00:00:00.0,6417.0879,4316.6328,3096.8096,1219.8232,6371.0083,983.2634,37.0428,946.2206,203.1124,0.9778,,,,25/09/2020/
2020-09-26T00:00:00.0/2020-09-27T00:00:00.0,6336.5874,4480.2383,3454.1167,1026.1215,7489.4043,1049.8882,74.3321,975.5562,445.2370,0.9792,,,,26/09/2020/
2020-09-27T00:00:00.0/2020-09-28T00:00:00.0,6256.1807,4601.8159,3891.5957,710.2203,8694.1611,1688.0376,380.6337,1307.4039,1488.4841,0.9806,,,,27/09/2020/
2020-09-28T00:00:00.0/2020-09-29T00:00:00.0,6175.9351,4320.7222,3256.8232,1063.8987,7098.0811,653.8290,17.3626,636.4664,111.8402,0.9816,,,,28/09/2020/
2020-09-29T00:00:00.0/2020-09-30T00:00:00.0,6095.7905,4175.8091,3030.4219,1145.3870,6629.5732,715.3521,13.4694,701.8827,125.6482,0.9833,,,,29/09/2020/
2020-09-30T00:00:00.0/2020-10-01T00:00:00.0,6015.8511,4155.3657,3133.8237,1021.5419,6972.6108,2204.1416,559.0170,1645.1246,1417.3558,0.9788,,,,30/09/2020/
2020-10-01T00:00:00.0/2020-10-02T00:00:00.0,5936.0605,4041.6316,2973.2637,1068.3679,6613.0845,2499.2070,540.1815,1959.0256,1409.3270,0.9750,,,,01/10/2020/
2020-10-02T00:00:00.0/2020-10-03T00:00:00.0,5856.4927,3930.3694,2868.0742,1062.2950,6380.0967,3261.9697,1524.6771,1737.2925,3079.5645,0.9764,,,,02/10/2020/
2020-10-03T00:00:00.0/2020-10-04T00:00:00.0,5777.1587,3962.3181,3122.5859,839.7322,7119.8750,2898.0996,1132.9788,1765.1207,2777.6360,0.9778,,,,03/10/2020/
2020-10-04T00:00:00.0/2020-10-05T00:00:00.0,5698.1123,4030.9126,3251.7676,779.1450,7469.0854,3747.9841,2974.3506,773.6334,6577.1450,0.9792,,,,04/10/2020/
2020-10-05T00:00:00.0/2020-10-06T00:00:00.0,5619.3159,3942.0059,3141.0940,800.9118,7424.4404,1207.5273,154.5993,1052.9281,932.7180,0.9802,,,,05/10/2020/
2020-10-06T00:00:00.0/2020-10-07T00:00:00.0,5540.8477,3944.8989,3303.0840,641.8152,7918.2603,2445.1023,857.8381,1587.2643,2187.9661,0.9812,,,,06/10/2020/
2020-10-07T00:00:00.0/2020-10-08T00:00:00.0,5462.6841,3849.9697,2908.5483,941.4213,6961.5391,1472.8522,149.5023,1323.3499,501.0827,0.9826,,,,07/10/2020/
2020-10-08T00:00:00.0/2020-10-09T00:00:00.0,5384.8584,3805.6577,3067.0061,738.6516,7413.9575,2951.1782,1501.8540,1449.3241,3841.6533,0.9788,,,,08/10/2020/
2020-10-09T00:00:00.0/2020-10-10T00:00:00.0,5307.4272,3561.3835,2653.5354,907.8480,6346.9766,2303.6746,697.0208,1606.6538,1845.2816,0.9701,,,,09/10/2020/
2020-10-10T00:00:00.0/2020-10-11T00:00:00.0,5230.3867,3481.0076,2478.5325,1002.4752,6008.0264,1203.3586,142.6786,1060.6801,583.1174,0.9712,,,,10/10/2020/
2020-10-11T00:00:00.0/2020-10-12T00:00:00.0,5153.8052,3667.3057,2920.3972,746.9084,7238.7676,2344.3281,877.1999,1467.1283,2576.6272,0.9618,,,,11/10/2020/
2020-10-12T00:00:00.0/2020-10-13T00:00:00.0,5077.6367,3604.8271,2900.9314,703.8958,7310.5278,2539.1829,1282.4888,1256.6942,2729.7607,0.9736,,,,12/10/2020/
2020-10-13T00:00:00.0/2020-10-14T00:00:00.0,5001.9717,3445.4597,2557.9265,887.5333,6371.1338,784.0626,12.8211,771.2415,88.0895,0.9799,,,,13/10/2020/
2020-10-14T00:00:00.0/2020-10-15T00:00:00.0,4926.7871,3465.8748,2857.3716,608.5032,7370.8716,668.1719,4.3533,663.8186,38.8612,0.9812,,,,14/10/2020/
2020-10-15T00:00:00.0/2020-10-16T00:00:00.0,4852.1187,3353.6521,2582.7749,770.8772,6613.5020,1048.2710,40.2581,1008.0129,290.9382,0.9719,,,,15/10/2020/
2020-10-16T00:00:00.0/2020-10-17T00:00:00.0,4778.0376,3291.5383,2514.8845,776.6536,6513.5732,661.8962,2.4573,659.4389,42.4260,0.9785,,,,16/10/2020/
2020-10-17T00:00:00.0/2020-10-18T00:00:00.0,4704.5024,3304.1260,2679.9246,624.2015,7096.1191,1341.9153,138.7304,1203.1848,467.3778,0.9747,,,,17/10/2020/
2020-10-18T00:00:00.0/2020-10-19T00:00:00.0,4631.5610,3227.6064,2501.6018,726.0046,6604.7725,1610.3558,253.2905,1357.0654,599.7418,0.9760,,,,18/10/2020/
2020-10-19T00:00:00.0/2020-10-20T00:00:00.0,4559.2915,3061.8430,2181.9893,879.8537,5747.1235,1618.3241,216.1783,1402.1459,543.9569,0.9771,,,,19/10/2020/
2020-10-20T00:00:00.0/2020-10-21T00:00:00.0,4487.6362,3071.5547,2305.7563,765.7982,6164.4653,2482.0918,1053.7164,1428.3755,2976.2781,0.9733,,,,20/10/2020/
2020-10-21T00:00:00.0/2020-10-22T00:00:00.0,4416.6851,2852.3757,1993.3723,859.0034,5297.4590,1449.5319,284.8614,1164.6704,983.5338,0.9795,,,,21/10/2020/
2020-10-22T00:00:00.0/2020-10-23T00:00:00.0,4346.4136,2689.7129,1661.0685,1028.6444,4398.5400,1952.8669,481.2734,1471.5935,1396.0797,0.9809,,,,22/10/2020/
2020-10-23T00:00:00.0/2020-10-24T00:00:00.0,4276.8584,2625.9568,1600.9670,1024.9897,4300.2666,811.1263,14.0453,797.0811,75.7730,0.9816,,,,23/10/2020/
2020-10-24T00:00:00.0/2020-10-25T00:00:00.0,4208.0815,2795.6091,2017.0640,778.5452,5621.5103,2424.8762,1413.7720,1011.1042,4027.4810,0.9781,,,,24/10/2020/
2020-10-25T00:00:00.0/2020-10-26T00:00:00.0,4140.0498,2864.0747,2244.7520,619.3226,6409.9331,2864.0747,2244.7520,619.3226,6409.9331,0.9743,,,,25/10/2020/
2020-10-26T00:00:00.0/2020-10-27T00:00:00.0,4072.8330,2558.4241,1704.4294,853.9945,4777.7266,634.2021,27.7757,606.4263,152.4421,0.9753,,,,26/10/2020/
2020-10-27T00:00:00.0/2020-10-28T00:00:00.0,4006.4395,2724.3303,2141.6401,582.6901,6268.5557,926.6651,72.2570,854.4081,450.9911,0.9764,,,,27/10/2020/
2020-10-28T00:00:00.0/2020-10-29T00:00:00.0,3940.8540,2685.7991,2076.2512,609.5480,6231.6250,1628.4044,531.2709,1097.1334,2151.0457,0.9778,,,,28/10/2020/
2020-10-29T00:00:00.0/2020-10-30T00:00:00.0,3876.1160,2598.9504,1834.8801,764.0704,5383.3047,811.0038,105.7109,705.2929,423.4384,0.9792,,,,29/10/2020/
2020-10-30T00:00:00.0/2020-10-31T00:00:00.0,3812.2830,2510.8362,1906.1863,604.6497,5693.9268,638.9580,21.1016,617.8564,167.2260,0.9802,,,,30/10/2020/
2020-10-31T00:00:00.0/2020-11-01T00:00:00.0,3749.3491,2456.3403,1852.1952,604.1451,5645.4941,876.4492,130.0219,746.4274,558.8384,0.9809,,,,31/10/2020/
2020-11-01T00:00:00.0/2020-11-02T00:00:00.0,3687.3040,2376.2205,1721.3776,654.8430,5265.1895,688.6535,19.2514,669.4021,103.2708,0.9774,,,,01/11/2020/
2020-11-02T00:00:00.0/2020-11-03T00:00:00.0,3626.2180,2295.1392,1611.8525,683.2867,4943.7754,885.9224,230.4923,655.4301,879.2441,0.9733,,,,02/11/2020/
2020-11-03T00:00:00.0/2020-11-04T00:00:00.0,3566.0564,2265.4102,1610.4495,654.9606,5023.1021,617.5233,22.9627,594.5607,164.7132,0.9590,,,,03/11/2020/
2020-11-04T00:00:00.0/2020-11-05T00:00:00.0,3506.9004,2338.1851,1720.6139,617.5712,5472.6880,865.5735,73.7254,791.8481,319.1177,0.9705,,,,04/11/2020/
2020-11-05T00:00:00.0/2020-11-06T00:00:00.0,3448.7273,2438.2825,1959.3932,478.8891,6421.0918,1740.9176,821.3975,919.5201,3475.7532,0.9767,,,,05/11/2020/
2020-11-06T00:00:00.0/2020-11-07T00:00:00.0,3391.5671,2308.5178,1829.6177,478.9002,6032.3394,2252.3660,1742.4022,509.9637,5753.6709,0.9778,,,,06/11/2020/
2020-11-07T00:00:00.0/2020-11-08T00:00:00.0,3335.4062,2305.0278,1879.5985,425.4293,6329.5747,1235.8329,217.0715,1018.7615,948.9493,0.9792,,,,07/11/2020/
2020-11-08T00:00:00.0/2020-11-09T00:00:00.0,3280.3308,2242.2864,1736.3613,505.9250,5830.9639,612.3914,7.5373,604.8541,91.6991,0.9799,,,,08/11/2020/
2020-11-09T00:00:00.0/2020-11-10T00:00:00.0,3226.2830,2112.7002,1503.1632,609.5371,5017.1035,458.6690,8.5460,450.1230,104.6187,0.9764,,,,09/11/2020/
2020-11-10T00:00:00.0/2020-11-11T00:00:00.0,3173.3230,2128.4414,1588.7688,539.6725,5413.4644,428.1990,28.6881,399.5108,269.3923,0.9667,,,,10/11/2020/
2020-11-11T00:00:00.0/2020-11-12T00:00:00.0,3121.4536,2079.3335,1558.5504,520.7831,5375.4106,373.0194,6.5158,366.5036,87.8406,0.9729,,,,11/11/2020/
2020-11-12T00:00:00.0/2020-11-13T00:00:00.0,3070.7092,1931.6499,1272.4495,659.2005,4335.1865,491.9142,7.8993,484.0149,78.8061,0.9740,,,,12/11/2020/
2020-11-13T00:00:00.0/2020-11-14T00:00:00.0,3021.0564,2008.2074,1530.2601,477.9473,5425.3262,1037.0830,355.9346,681.1485,1236.3268,0.9753,,,,13/11/2020/
2020-11-14T00:00:00.0/2020-11-15T00:00:00.0,2972.6038,1923.4230,1460.5243,462.8987,5204.4922,1085.1171,474.7346,610.3823,1908.6351,0.9760,,,,14/11/2020/
2020-11-15T00:00:00.0/2020-11-16T00:00:00.0,2925.2842,1919.3549,1442.8986,476.4563,5212.9199,1013.7908,80.6650,933.1259,395.9393,0.9771,,,,15/11/2020/
2020-11-16T00:00:00.0/2020-11-17T00:00:00.0,2879.1250,1835.6138,1186.1581,649.4556,4249.6875,996.5070,226.8449,769.6621,875.0127,0.9781,,,,16/11/2020/
2020-11-17T00:00:00.0/2020-11-18T00:00:00.0,2834.1611,1838.0209,1304.1543,533.8665,4751.1353,1079.9044,359.1979,720.7065,1255.2118,0.9795,,,,17/11/2020/
2020-11-18T00:00:00.0/2020-11-19T00:00:00.0,2790.3970,1826.7986,1349.7985,477.0001,5009.8135,1548.1527,902.8195,645.3332,3264.7920,0.9750,,,,18/11/2020/
2020-11-19T00:00:00.0/2020-11-20T00:00:00.0,2747.8328,1777.7511,1344.8505,432.9006,5126.4639,1047.9282,446.9021,601.0261,1649.1522,0.9656,,,,19/11/2020/
2020-11-20T00:00:00.0/2020-11-21T00:00:00.0,2706.5276,1789.8070,1177.3987,612.4083,4373.8848,1008.3697,309.5346,698.8351,1407.0431,0.9663,,,,20/11/2020/
2020-11-21T00:00:00.0/2020-11-22T00:00:00.0,2666.4204,1812.8730,1373.7803,439.0927,5311.8760,1715.6991,1191.6045,524.0946,4626.5771,0.9674,,,,21/11/2020/
2020-11-22T00:00:00.0/2020-11-23T00:00:00.0,2627.5862,1719.0718,1268.6385,450.4333,4912.6978,1162.2042,466.2845,695.9197,1802.7635,0.9681,,,,22/11/2020/
2020-11-23T00:00:00.0/2020-11-24T00:00:00.0,2589.9773,1676.8992,1233.6824,443.2168,4826.3638,503.8915,40.7093,463.1823,284.0385,0.9691,,,,23/11/2020/
2020-11-24T00:00:00.0/2020-11-25T00:00:00.0,2553.6545,1716.3452,1292.8278,423.5175,5142.7100,1639.9380,1170.6477,469.2903,4414.2319,0.9750,,,,24/11/2020/
2020-11-25T00:00:00.0/2020-11-26T00:00:00.0,2518.5762,1713.8147,1305.3507,408.4640,5250.8159,346.5859,2.2619,344.3239,48.1710,0.9760,,,,25/11/2020/
2020-11-26T00:00:00.0/2020-11-27T00:00:00.0,2484.7979,1630.5183,1219.9703,410.5480,4924.4707,393.1564,7.1562,386.0002,105.2612,0.9767,,,,26/11/2020/
2020-11-27T00:00:00.0/2020-11-28T00:00:00.0,2452.2742,1537.9434,1061.9634,475.9800,4253.6528,409.3604,8.6775,400.6829,110.6397,0.9569,,,,27/11/2020/
2020-11-28T00:00:00.0/2020-11-29T00:00:00.0,2421.1045,1612.0049,1223.4407,388.5642,5049.5820,496.1768,24.8249,471.3519,191.9598,0.9781,,,,28/11/2020/
2020-11-29T00:00:00.0/2020-11-30T00:00:00.0,2391.1685,1616.1753,1294.1432,322.0321,5462.8145,1348.2012,794.4085,553.7926,3365.3013,0.9743,,,,29/11/2020/
2020-11-30T00:00:00.0/2020-12-01T00:00:00.0,2362.5649,1608.2454,1284.1727,324.0727,5476.2612,946.9091,277.1337,669.7754,1415.8386,0.9642,,,,30/11/2020/
2020-12-01T00:00:00.0/2020-12-02T00:00:00.0,2335.2959,1523.2394,1158.5771,364.6623,4903.2412,1411.1318,1028.2435,382.8883,4049.5164,0.9698,,,,01/12/2020/
2020-12-02T00:00:00.0/2020-12-03T00:00:00.0,2309.2800,1571.4056,1218.6255,352.7802,5217.1260,1115.9158,520.3207,595.5951,2168.7559,0.9708,,,,02/12/2020/
2020-12-03T00:00:00.0/2020-12-04T00:00:00.0,2284.6431,1458.1664,1083.1436,375.0228,4609.4858,371.8232,15.8067,356.0165,122.7104,0.9712,,,,03/12/2020/
2020-12-04T00:00:00.0/2020-12-05T00:00:00.0,2261.2927,1505.7106,1179.2644,326.4462,5146.7329,752.1552,226.7599,525.3953,1016.7501,0.9719,,,,04/12/2020/
2020-12-05T00:00:00.0/2020-12-06T00:00:00.0,2239.2976,1417.9548,1055.3439,362.6110,4569.7603,1235.7587,609.6240,626.1346,2730.0134,0.9722,,,,05/12/2020/
2020-12-06T00:00:00.0/2020-12-07T00:00:00.0,2218.5991,1388.9490,976.6597,412.2892,4223.2202,1103.6022,582.9904,520.6117,2275.4800,0.9729,,,,06/12/2020/
2020-12-07T00:00:00.0/2020-12-08T00:00:00.0,2199.2412,1359.1874,908.9281,450.2592,3934.0840,525.3073,120.7540,404.5533,636.8606,0.9736,,,,07/12/2020/
2020-12-08T00:00:00.0/2020-12-09T00:00:00.0,2181.2490,1445.2208,1104.9454,340.2753,4926.9580,1382.0048,969.4360,412.5687,4260.7241,0.9740,,,,08/12/2020/
2020-12-09T00:00:00.0/2020-12-10T00:00:00.0,2164.5933,1334.2767,883.3250,450.9517,3860.0667,732.0145,130.9426,601.0719,793.6680,0.9743,,,,09/12/2020/
2020-12-10T00:00:00.0/2020-12-11T00:00:00.0,2149.2793,1331.9935,916.6310,415.3625,4036.1968,572.6281,71.8813,500.7467,338.9035,0.9747,,,,10/12/2020/
2020-12-11T00:00:00.0/2020-12-12T00:00:00.0,2135.3008,1390.8707,1066.8271,324.0436,4811.5752,591.6440,187.8027,403.8413,745.3648,0.9750,,,,11/12/2020/
2020-12-12T00:00:00.0/2020-12-13T00:00:00.0,2122.6821,1369.4192,1011.3007,358.1185,4565.9019,397.8778,26.9300,370.9478,285.0453,0.9753,,,,12/12/2020/
2020-12-13T00:00:00.0/2020-12-14T00:00:00.0,2111.4153,1309.6521,907.1296,402.5226,4032.7671,393.6330,7.9506,385.6824,105.2545,0.9757,,,,13/12/2020/
2020-12-14T00:00:00.0/2020-12-15T00:00:00.0,2101.5012,1344.1206,976.7029,367.4177,4414.9624,1281.0854,835.6994,445.3861,3586.5525,0.9760,,,,14/12/2020/
2020-12-15T00:00:00.0/2020-12-16T00:00:00.0,2092.9673,1287.5450,836.2999,451.2451,3714.4805,399.5408,53.2793,346.2614,236.6311,0.9760,,,,15/12/2020/
2020-12-16T00:00:00.0/2020-12-17T00:00:00.0,2085.7705,1245.4242,784.5129,460.9113,3471.2771,537.3446,116.6354,420.7092,660.5142,0.9764,,,,16/12/2020/
2020-12-17T00:00:00.0/2020-12-18T00:00:00.0,2079.9590,1265.2529,823.2018,442.0510,3669.0933,263.6033,18.6467,244.9566,112.9387,0.9764,,,,17/12/2020/
2020-12-18T00:00:00.0/2020-12-19T00:00:00.0,2075.4819,1342.4302,975.2632,367.1670,4444.4712,303.9472,0.0045,303.9428,0.0254,0.9715,,,,18/12/2020/
2020-12-19T00:00:00.0/2020-12-20T00:00:00.0,2072.3906,1359.6782,1042.3713,317.3068,4815.9106,241.4913,0.0000,241.4913,0.0000,0.9715,,,,19/12/2020/
2020-12-20T00:00:00.0/2020-12-21T00:00:00.0,2070.6677,1343.4915,989.6361,353.8554,4534.1133,247.6993,0.0010,247.6983,0.0086,0.9715,,,,20/12/2020/
2020-12-21T00:00:00.0/2020-12-22T00:00:00.0,2070.3022,1307.1061,921.4661,385.6400,4177.0425,565.6185,45.3018,520.3167,280.2691,0.9715,,,,21/12/2020/
2020-12-22T00:00:00.0/2020-12-23T00:00:00.0,2071.3098,1236.0352,753.0016,483.0335,3337.1594,647.4764,89.2409,558.2355,517.5884,0.9715,,,,22/12/2020/
2020-12-23T00:00:00.0/2020-12-24T00:00:00.0,2073.6746,1268.6656,909.6529,359.0128,4121.7041,834.1454,126.5155,707.6300,509.9065,0.9715,,,,23/12/2020/
2020-12-24T00:00:00.0/2020-12-25T00:00:00.0,2077.4128,1318.4253,943.0890,375.3363,4276.6675,813.4614,382.2119,431.2495,1667.5594,0.9719,,,,24/12/2020/
2020-12-25T00:00:00.0/2020-12-26T00:00:00.0,2082.5405,1342.5616,999.9944,342.5672,4570.9673,701.6373,135.7747,565.8626,842.2035,0.9712,,,,25/12/2020/
2020-12-26T00:00:00.0/2020-12-27T00:00:00.0,2089.0056,1429.8444,1126.9596,302.8848,5222.3828,1004.5339,511.6159,492.9180,2010.2168,0.9764,,,,26/12/2020/
2020-12-27T00:00:00.0/2020-12-28T00:00:00.0,2096.8669,1452.1111,1160.1222,291.9888,5379.8555,1348.7793,875.6251,473.1542,4313.0420,0.9760,,,,27/12/2020/
2020-12-28T00:00:00.0/2020-12-29T00:00:00.0,2106.0747,1333.4058,942.2596,391.1461,4242.9326,815.2734,207.2193,608.0541,1011.4736,0.9760,,,,28/12/2020/
2020-12-29T00:00:00.0/2020-12-30T00:00:00.0,2116.6738,1362.4160,924.9152,437.5009,4101.4868,1268.0916,743.6979,524.3937,3255.6597,0.9757,,,,29/12/2020/
2020-12-30T00:00:00.0/2020-12-31T00:00:00.0,2128.6396,1363.4578,950.9455,412.5123,4219.0645,1308.6769,852.7648,455.9121,3823.6541,0.9753,,,,30/12/2020/
2020-12-31T00:00:00.0/2021-01-01T00:00:00.0,2141.9734,1417.1843,1045.7694,371.4149,4681.1338,1390.7666,1001.5903,389.1762,4523.7031,0.9750,,,,31/12/2020/
2021-01-01T00:00:00.0/2021-01-02T00:00:00.0,2156.6753,1401.9829,1045.0797,356.9032,4682.7124,1224.0259,635.5398,588.4860,3187.3689,0.9747,,,,01/01/2021/
2021-01-02T00:00:00.0/2021-01-03T00:00:00.0,2172.7444,1369.2191,938.1752,431.0440,4122.0435,533.3663,19.1562,514.2101,121.3849,0.9743,,,,02/01/2021/
2021-01-03T00:00:00.0/2021-01-04T00:00:00.0,2190.2063,1370.6104,906.8079,463.8024,3956.9663,367.5930,76.7274,290.8657,561.0954,0.9736,,,,03/01/2021/
2021-01-04T00:00:00.0/2021-01-05T00:00:00.0,2209.0156,1398.4061,955.5172,442.8889,4167.2480,232.9766,0.9833,231.9933,14.0020,0.9733,,,,04/01/2021/
2021-01-05T00:00:00.0/2021-01-06T00:00:00.0,2229.1875,1417.7114,976.0916,441.6199,4216.5620,197.1748,0.0728,197.1019,0.5385,0.9733,,,,05/01/2021/
2021-01-06T00:00:00.0/2021-01-07T00:00:00.0,2250.7173,1476.9056,1119.9878,356.9179,4899.2559,438.5816,59.5008,379.0808,343.7510,0.9726,,,,06/01/2021/
2021-01-07T00:00:00.0/2021-01-08T00:00:00.0,2273.6753,1509.5374,1137.8853,371.6520,4915.6460,305.5489,0.2338,305.3151,0.9526,0.9715,,,,07/01/2021/
2021-01-08T00:00:00.0/2021-01-09T00:00:00.0,2297.9414,1536.4586,1171.4299,365.0287,5080.8599,908.2957,600.1500,308.1457,2625.9954,0.9712,,,,08/01/2021/
2021-01-09T00:00:00.0/2021-01-10T00:00:00.0,2323.5815,1543.0658,1145.8959,397.1699,4901.0444,574.5319,106.1057,468.4262,685.0178,0.9705,,,,09/01/2021/
2021-01-10T00:00:00.0/2021-01-11T00:00:00.0,2350.5815,1564.2662,1161.2080,403.0583,4905.4727,242.7020,0.0000,242.7020,0.0000,0.9594,,,,10/01/2021/
2021-01-11T00:00:00.0/2021-01-12T00:00:00.0,2378.9382,1610.5774,1216.8610,393.7164,5063.4312,1165.4480,841.3765,324.0715,3186.4500,0.9691,,,,11/01/2021/
2021-01-12T00:00:00.0/2021-01-13T00:00:00.0,2408.6104,1529.4994,1039.5215,489.9778,4223.0908,480.2884,94.4209,385.8675,742.3462,0.9688,,,,12/01/2021/
2021-01-13T00:00:00.0/2021-01-14T00:00:00.0,2439.6953,1614.3778,1093.3615,521.0163,4483.2461,534.5901,144.8727,389.7174,507.8919,0.9681,,,,13/01/2021/
2021-01-14T00:00:00.0/2021-01-15T00:00:00.0,2472.0759,1701.9019,1328.7821,373.1197,5515.0771,298.4389,38.3013,260.1376,286.3070,0.9774,,,,14/01/2021/
2021-01-15T00:00:00.0/2021-01-16T00:00:00.0,2505.7969,1690.0104,1284.2130,405.7974,5214.3042,313.8856,10.1979,303.6877,58.7323,0.9767,,,,15/01/2021/
2021-01-16T00:00:00.0/2021-01-17T00:00:00.0,2540.8423,1740.1027,1320.3181,419.7845,5361.1826,843.7941,515.1237,328.6704,2305.5024,0.9760,,,,16/01/2021/
2021-01-17T00:00:00.0/2021-01-18T00:00:00.0,2577.2407,1744.4537,1283.1519,461.3019,5105.4150,433.9130,12.1199,421.7931,76.1826,0.9750,,,,17/01/2021/
2021-01-18T00:00:00.0/2021-01-19T00:00:00.0,2614.9380,1726.4230,1237.6167,488.8062,4853.7383,373.9096,0.0210,373.8886,0.0993,0.9740,,,,18/01/2021/
2021-01-19T00:00:00.0/2021-01-20T00:00:00.0,2653.9238,1759.8870,1261.4817,498.4053,4917.1226,602.9326,1.0213,601.9113,4.6505,0.9733,,,,19/01/2021/
2021-01-20T00:00:00.0/2021-01-21T00:00:00.0,2694.2222,1805.2800,1321.9387,483.3413,5119.2695,1645.1715,991.2766,653.8949,3592.2837,0.9670,,,,20/01/2021/
2021-01-21T00:00:00.0/2021-01-22T00:00:00.0,2735.7810,1796.4061,1266.5468,529.8593,4840.7861,1608.5209,1025.2539,583.2670,3457.4712,0.9719,,,,21/01/2021/
2021-01-22T00:00:00.0/2021-01-23T00:00:00.0,2778.6448,1865.8097,1421.3242,444.4855,5357.8003,1836.4050,1352.8359,483.5690,5084.7354,0.9236,,,,22/01/2021/
2021-01-23T00:00:00.0/2021-01-24T00:00:00.0,2822.7656,1831.6184,1283.6987,547.9197,4753.5308,483.8115,11.7049,472.1066,43.9030,0.9694,,,,23/01/2021/
